Code,Type,Number,Brand,Model,Cc,Year,Comment,Picture
"1727","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","1727-VCOT1.jpg"
"1727","VTPT","1","MAZDA","E2200","0","1993","-","falta.jpg"
"1727","ABTD","1","RENAULT","TRAFIC T1300D","0","1988","-","falta.jpg"
"1727","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2004","-","1727-ABSC1.jpg"
"1727","ABTD","2","MERCEDES-BENZ","111 CDI VITO","0","2007","-","1727-ABTD2.jpg"
"1727","ABTD","3","RENAULT","TRAFIC TBX605","0","1996","-","1727-ABTD3.jpg"
"1801","PSU","1","CHEVROLET","CE61702 VIKING","0","1970","-","falta.jpg"
"1801","VLCI","1","LAND ROVER","109 LONG SERIE III","0","1977","-","falta.jpg"
"1801","VSAE","1","MERCEDES-BENZ","1317AK","0","1991","-","falta.jpg"
"1801","VTL","1","MERCEDES-BENZ","207D","0","1978","-","falta.jpg"
"1801","ABSC","1","MERCEDES-BENZ",,"0","1997","-","falta.jpg"
"1801","ABTD","1","RENAULT","MASTER T30DRF14","0","1984","-","falta.jpg"
"1801","VFCI","1","MERCEDES-BENZ","U1300L UNIMOG","0","1983","-","falta.jpg"
"1801","ATT","1","MORRIS","LEYLAND","0","1974","-","falta.jpg"
"1801","VE32","1","RENAULT","40VCOT1","0","1990","-","falta.jpg"
"1801","VCOT","1","TOYOTA","HYLUX","0","1993","-","1801-VCOT1.jpg"
"1801","ABSC","2","FORD","TRANSIT 100L VAN TA-","0","1997","-","falta.jpg"
"1801","VLCI","2","LAND ROVER","109 LONG SERIE III","0","1978","-","falta.jpg"
"1801","VFCI","3","MERCEDES-BENZ","UNIMOG U1350L","0","1995","-","falta.jpg"
"1801","VLCI","3","UMM","ENTREP.","0","1982","-","falta.jpg"
"1801","ABSC","5","MERCEDES-BENZ","312D/35 SPRINTER","0","2000","-","falta.jpg"
"1801","VFCI","6","RENAULT","110-150","3500","1988","-","1801-VFCI6.jpg"
"1801","PSU","7","IVECO","40E10 WM TURBODAILY","0","1993","-","falta.jpg"
"1802","VLCI","4","LAND ROVER","110 2.5 TD5 DEFENDER","600","1999","-","1802-VLCI4.jpg"
"1802","VFCI","2","MERCEDES-BENZ","UNIMOG U1350L","1800","1995","-","1802-VFCI2.jpg"
"1802","PSU","3","MERCEDES-BENZ","1117K/35","3000","1995","-","falta.jpg"
"1802","VTGC","1","VOLVO","FL6-16 VTGC80","8000","1997","-","falta.jpg"
"1802","ATGC","2","M.A.N.","24362","14500","2000","-","falta.jpg"
"1802","VSAT","1","MERCEDES-BENZ","412D/35 SPRINTER","800","1998","-","1802-VSAT1.jpg"
"1802","VTPT","1","RENAULT","MASTER","0","1999","-","falta.jpg"
"1802","VE30","1","RENAULT","-","0","2002","-","falta.jpg"
"1802","ABTD","2","PEUGEOT","504 GRD H40","0","1984","-","falta.jpg"
"1802","VLCI","3","LAND ROVER","109 LONG V8","0","1983","-","falta.jpg"
"1802","ABTD","4","PEUGEOT","505 GRD","0","1991","-","falta.jpg"
"1802","ABSC","10","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1803","VLCI","1","LAND ROVER","88 REGULAR","0","1968","-","falta.jpg"
"1803","VTTU","2","M.A.N.","18.410 TBA","9000","2003","-","falta.jpg"
"1803","ATT","1","BERLIET-TRAMAGAL","-","0","1964","-","falta.jpg"
"1803","ABTD","1","FORD","TRANSIT","0","1990","-","falta.jpg"
"1803","VFCI","1","MERCEDES-BENZ","UNIMOG S404","0","1966","-","falta.jpg"
"1803","SDL","1","MERCEDES-BENZ","206D","0","1974","-","falta.jpg"
"1803","VCOT","1","NISSAN","PATROL JP260SFQ","0","1994","-","falta.jpg"
"1803","ABSC","1","RENAULT","TRAFIC","0","1980","-","falta.jpg"
"1803","VTL","1","VOLKSWAGEN","CARAVAN","0","1970","-","falta.jpg"
"1803","ABTD","2","FORD","TRANSIT","0","1991","-","falta.jpg"
"1803","ABSC","2","IVECO","DAILY","0","1997","-","falta.jpg"
"1803","VLCI","2","LAND ROVER","109 LONG SERIE III","0","1974","-","falta.jpg"
"1803","ATT","2","MERCEDES-BENZ","1719","0","1984","-","falta.jpg"
"1803","ABSC","3","FORD","TRANSIT 100L VAN TA-","0","1996","-","falta.jpg"
"1803","ABTD","3","MERCEDES-BENZ","208","0","1995","-","falta.jpg"
"1803","VLCI","3","TOYOTA","HI-LUX 2.4D POLN65","0","1987","-","falta.jpg"
"1803","VFCI","4","IVECO","95E21 WM EUROCARGO","0","1990","-","falta.jpg"
"1803","VLCI","12","TOYOTA","HI-LUX 2.4D POLN65","0","1987","-","falta.jpg"
"1111","ABSC","5","Renault","Master T33 2.5D","0","2002","Auto Ribeiro","1111-ABSC5.jpg"
"1111","VFCI","3","Mercedes-Benz","Unimog 1250L","2000","1991","Pedro SimÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚","1111-VFCI3.jpg"
"1804","ABTD","3","MERCEDES","213 CDI SPRINTER","0","2003",NULL,"1804-ABTD3.jpg"
"1111","ABSC","4","Mercedes-Benz","Sprinter 313 CDI","0","2005","Auto Ribeiro","1111-ABSC4.jpg"
"1804","VCOT","1","NISSAN","PATROL KY260","0","1997","-","1804-VCOT1.jpg"
"1111","ABSC","3","Renault","Master T35 2.8DTI","0","1999","Auto Ribeiro","1111-ABSC3.jpg"
"1805","VLCI","1","MITSUBISHI","L200 PICK-UP 4X4","600","1999","-","falta.jpg"
"1805","VFCI","8","IVECO","95E21 WM EUROCARGO","2000","1999","-","1805-VFCI8.jpg"
"1805","VFCI","7","IVECO","80E17 WM","3500","1993","-","1805-VFCI7.jpg"
"1805","ATT","1","FORD","CARGO 1315 TURBO","8000","1982","-","falta.jpg"
"1805","ABSC","1","FORD","TRANSIT CL DI","0","1989","-","1805-ABSC1.jpg"
"1805","VSAT","1","IVECO","45E10 WDB 3.5L TURBO","0","1998","-","1805-VSAT1.jpg"
"1805","VCOT","1","TOYOTA","HI-LUX 2.4D POLN65","0","1989","-","1805-VCOT1.jpg"
"1805","VTL","1","TOYOTA","HIVCOTE","0","1985","-","falta.jpg"
"1805","VFCI","2","M.A.N.","450HLF","0","1970","-","falta.jpg"
"1805","ATT","2","MERCEDES-BENZ","710","0","1968","-","falta.jpg"
"1805","VCOT","2","NISSAN","PATROL JP260SFQ","0","1994","-","falta.jpg"
"1805","ABTD","2","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2002","-","1805-ABTD2.jpg"
"1805","ABSC","2","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","1805-ABSC2.jpg"
"1805","VLCI","2","UMM","ENTREP.","0","1984","-","falta.jpg"
"1805","ABSC","3","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","1805-ABSC3.jpg"
"1805","ATT","3","MERCEDES-BENZ","1113","0","1970","-","falta.jpg"
"1805","ABTD","3","PEUGEOT","505","0","1985","-","1805-ABTD3.jpg"
"1805","VTL","3","UMM","ALTER 4X4 D","0","1987","-","falta.jpg"
"1805","ABTD","4","MERCEDES-BENZ","312D/35 SPRINTER","0","1996","-","1805-ABTD4.jpg"
"1805","ATT","4","MERCEDES-BENZ","1113","0","1968","-","falta.jpg"
"1805","ABTD","5","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2002","-","falta.jpg"
"1805","ABSC","8","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"1806","VUCI","1","INTERNATIONAL","LOADSTAR 1600","1500","1978","-","1806-VUCI1.jpg"
"1806","VFCI","7","IVECO","FF135E24W RANGER","2000","1999","-","1806-VFCI7.jpg"
"1806","VFCI","3","RENAULT","85-150 TI 4X4","3000","1988","-","1806-VFCI3.jpg"
"1806","VTTU","1","MERCEDES-BENZ","1217AK/32","5000","1982","-","1806-VTTU1.jpg"
"1806","VTGC","2","MERCEDES-BENZ","2228","19000","1986","-","1806-VTGC2.jpg"
"1806","ABSC","1","CITROEN","C25D 1400 280 B50 S-","0","1990","-","falta.jpg"
"1806","VSAT","1","FORD","TRANSIT L190","0","1988","-","1806-VSAT1.jpg"
"1806","VAME","1","IVECO","30E8 DAILY","0","1988","-","1806-VAME1.jpg"
"1806","VCOT","1","LAND ROVER","DEFENDER","0","1994","-","1806-VCOT1.jpg"
"1806","VE30","1","MAGIRUS DEUTZ","-","0","1969","-","falta.jpg"
"1806","ABTD","1","PEUGEOT","505 GRD","0","1988","-","falta.jpg"
"1806","AA 0","2","AUDI","80","0","2000","-","falta.jpg"
"1806","ABSC","2","IVECO","35E8 VA DAILY","0","1997","-","falta.jpg"
"1806","VLCI","2","LAND ROVER","110 2.5 TDI DEFENDER","0","1993","-","falta.jpg"
"1806","ABSC","3","IVECO","35S13 V/P TURBODAILY","0","2002","-","1806-ABSC3.jpg"
"1806","VTTU","3","IVECO","ML150E223 EUROCARGO","8000","1995","-","1806-VTTU3.jpg"
"1806","ABTD","3","PEUGEOT","505 GRD","0","1991","-","falta.jpg"
"1806","ABTD","4","FORD","TRANSIT","0","1992","-","falta.jpg"
"1806","VLCI","4","LAND ROVER","110 2.5 TDI DEFENDER","500","1993","-","1806-VLCI4.jpg"
"1806","VTL","5","CITROEN","CX","0","2000","-","falta.jpg"
"1806","ABTD","5","FORD","TRANSIT","0","1993","-","falta.jpg"
"1806","VFCI","5","TOYOTA","DYNA 250 31BVEO 5.3","1500","1995","-","1806-VFCI5.jpg"
"1806","ABTD","6","FORD","TRANSIT","0","1995","-","falta.jpg"
"1806","VECI","6","TOYOTA","DYNA 280 TURBO","0","1997","-","1806-VECI6.jpg"
"1806","ABTD","8","MERCEDES-BENZ","250D-T124","0","1995","-","falta.jpg"
"1806","ABTD","10","CITROEN","2.5 TDI","0","2000","-","falta.jpg"
"1807","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","falta.jpg"
"1808","VFCI","3","MERCEDES-BENZ","UNIMOG S403","500","2000","-","falta.jpg"
"1808","VLCI","3","UMM","ENTREPNEUR 4X4 D","500","1981","-","1808-VLCI3.jpg"
"1808","VLCI","5","TOYOTA","HI-LUX 2.4D 33LNA4","500","1991","-","1808-VLCI5.jpg"
"1808","VFCI","1","M.A.N.","LE220C","3000","2002","-","falta.jpg"
"1808","VFCI","2","MERCEDES-BENZ","UNIMOG S404","1300","1968","-","falta.jpg"
"1808","PSU","2","MERCEDES-BENZ","UNIMOG U2150L","3000","1994","-","1808-PSU 2.jpg"
"1808","VFCI","7","M.A.N.","17232","3000","2000","-","1808-VFCI7.jpg"
"1808","AT 0","1","MAGIRUS DEUTZ","140D11","6500","1970","-","falta.jpg"
"1808","ATGC","21","DAF","95-310 ATI","32000","1994","-","falta.jpg"
"1808","VCOC","1","IVECO","30E8 DAILY","0","1990","-","1808-VCOC1.jpg"
"1808","ABSC","1","MERCEDES-BENZ","208D/30","0","1994","-","1808-ABSC1.jpg"
"1808","AMA","1","LAND ROVER","109 LONG SERIE III","0","1970","-","falta.jpg"
"1808","VAPA","1","MERCEDES-BENZ","1619","0","1979","-","1808-VAPA1.jpg"
"1808","ABTD","1","TOYOTA","HIVCOTE VLH51V DIESE","0","1985","-","1808-ABTD1.jpg"
"1808","ASL","1","MERCEDES-BENZ","412D/35 SPRINTER","0","1998","-","falta.jpg"
"1808","VCOT","1","MITSUBISHI","PAJERO 2.8 TURBO INT","0","1998","-","1808-VCOT1.jpg"
"1808","VSAM","1","ROVER","200","0","1998","-","1808-VSAM1.jpg"
"1808","VOPE","1","TOYOTA","HI-LUX 2.4D POLN65","0","1991","-","1808-VOPE1.jpg"
"1808","AT 0","2","MERCEDES-BENZ","710","0","2000","-","falta.jpg"
"1808","ABTD","2","PEUGEOT","505 GRD H55","0","1992","-","falta.jpg"
"1808","AMA","2","SUZUKI","SAMURAI","0","1986","-","falta.jpg"
"1808","AMA","3","ISUZU","NKR","0","1994","-","falta.jpg"
"1808","ABTD","4","MERCEDES-BENZ","250D-T124","0","1988","-","falta.jpg"
"1808","ABTD","5","VOLVO","140","0","1988","-","falta.jpg"
"1808","ABTD","6","MERCEDES-BENZ","MB140D/26","0","1988","-","falta.jpg"
"1808","ABSC","7","MERCEDES-BENZ","208D/30","0","1994","-","falta.jpg"
"1808","ABSC","8","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","falta.jpg"
"1808","ABSC","10","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"912","ABTD","4","MERCEDES","313 CDI SPRINTER","0","2000",,"0912-ABTD4.jpg"
"912","ABTD","2","MERCEDES","213 CDI SPRINTER","0","2003",,"0912-ABTD2.jpg"
"913","VLCI ","3","TOYOTA","HILUX 2.4 D 4X4","500","2001",,"0913-VLCI3.jpg"
"913","VRCI","1","MERCEDES","1440 AK","4000","1992",,"0913-VRCI1.jpg"
"913","VTPT","1","UMM","ALTER","0","1983",,"0913-VTPT1.jpg"
"913","VTTU","1","FORD","CARGO 1113","6000","1982",,"0913-VTTU1.jpg"
"912","ABSC","1","CITROEN","JUMPER 2.5D","0","1995",,"0912-ABSC1.jpg"
"912","ABSC","2","FORD","TRANSIT L100 VAN","0","1986",,"0912-ABSC2.jpg"
"912","ABTD","3","VW","LT35","0","2004",,"0912-ABTD3.jpg"
"912","ABTD","1","MERCEDES","212 D SPRINTER","0","1999","-","0912-ABTD1.jpg"
"913","VFCI","1","IVECO","EUROCARGO 95E21","3000","2000",,"0913-VFCI1.jpg"
"913","VLCI ","1","LAND ROVER","130 2.5TD5 DEFENDER","700","1999",,"0913-VLCI1.jpg"
"913","VLCI ","2","LAND ROVER","SERIE III CARMICHAEL","500","1983",,"0913-VLCI2.jpg"
"1810","VFCI","10","MERCEDES-BENZ","UNIMOG U1350L","1800","1995","-","1810-VFCI10.jpg"
"1810","VUCI","5","FORD","D0910","2600","1978","-","1810-VUCI5.jpg"
"1810","VUCI","11","NISSAN","ECO-T 200.130/1","3000","1999","-","1810-VUCI11.jpg"
"1810","VTTU","1","SCANIA","82M","10000","1994","-","1810-VTTU1.jpg"
"1111","VETA","2","Citroen","Berlingo","0","1999",NULL,"1111-VETA2.jpg"
"1810","ABSC","1","FORD","TRANSIT L100VAN","0","1992","-","1810-ABSC1.jpg"
"1810","VP","12","MERCEDES","LAF1113B","0","1975",NULL,"1810-VP12.jpg			"
"1111","BRTS","2","Zodiac","Ribster 400","0",NULL,NULL,"1111-BRTS2.jpg"
"1810","VSAT","1","NISSAN","CABSTAR","0","1990","-","1810-VSAT1.jpg"
"1810","VCOT","2","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","1810-VCOT2.jpg"
"1111","BRTS","1","Barcoeste	","Semirigido	","0",NULL,NULL,"1111-BRTS1.jpg"
"1810","ABSC","2","MERCEDES-BENZ","315 CDI SPRINTER","0","2008","-","1810-ABSC2.jpg"
"1111","VAME","1","Mercedes-Benz","Sprinter 412 D","0","2001","			","1111-VAME1.jpg"
"1810","ABSC","4","RENAULT","MASTER T33D 2.8DTI","0","1998",".","1810-ABSC4.jpg"
"1810","ABTD","4","FORD","100 T300","0","2003","-","1810-ABTD4.jpg"
"1810","VRCI","6","MERCEDES-BENZ","LAF1513B","6000","2000","-","1810-VRCI6.jpg"
"1810","ABSC","6","RENAULT","MASTER T33D 2.8DTI","0","1999","-","1810-ABSC6.jpg"
"1111","VAPA","1","Fiat","Ducato 18 TDS","0","1998",NULL,"1111-VAPA1.jpg"
"1810","VRCI","7","TOYOTA","DYNA BU80L-MDDT6.2","1500","1989","-","1810-VRCI7.jpg"
"1810","VFCI","9","MERCEDES-BENZ","UNIMOG U1550L","2000","1993","-","1810-VFCI9.jpg"
"1810","VRCI","8","MERCEDES","1314 AK 4X4","4000","1988",NULL,"1810-VRCI8.jpg"
"1810","VLCI","13","LAND ROVER","130 2.5 TD5 DEFENDER","700","2003","-","1810-VLCI13.jpg"
"1811","VSAT","1","NISSAN","CABSTAR E110.35","300","2000","-","1811-VSAT1.jpg"
"1811","VTTU","1","BEDFORD","TK1000 EJN38CO","1800","1978","-","1811-VTTU1.jpg"
"1811","VFCI","2","MAFSA","IPV","1500","1983","-","1811-VFCI2.jpg"
"1811","VTTR","2","MERCEDES-BENZ","1625","8000","1986","-","1811-VTTR2.jpg"
"1811","VTGC","1","VOLVO","F12","30000","2000","-","1811-VTGC1.jpg"
"1811","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","1811-VCOT1.jpg"
"1811","VLCI","3","NISSAN","PICK UP","500","1988","-","1811-VLCI3.jpg"
"1811","VTTR","3","MERCEDES-BENZ","1719","6000","2000","-","1811-VTTR3.jpg"
"1811","VFCI","4","MAN","8150FAE1","2000","1989","-","1811-VFCI4.jpg"
"1811","VTTU","4","SCANIA","93H 250","12000","1989","-","1811-VTTU4.jpg"
"1811","VFCI","5","MERCEDES-BENZ","UNIMOG U1350L","1850","1995","-","1811-VFCI5.jpg"
"1812","VFCI","6","IVECO","FF135E24W RANGER","2000","1999","-","1812-VFCI6.jpg"
"1812","VSAT","1","MERCEDES-BENZ","415D/30 CDI SPRINTER","700","2005","-","1812-VSAT1.jpg"
"1812","VCOT","1","TOYOTA","LAND CRUISER TURBO","0","1991","-","1812-VCOT1.jpg"
"1812","ABSC","2","CITROEN","JUMPER","0","1999","-","1812-ABSC2.jpg"
"1812","VLCI","3","NISSAN","PICK UP 4X4","500","1990","-","1812-VLCI3.jpg"
"1812","ABTD","4","MERCEDES","110 CDI VITO","0","2002","-","1812-ABTD4.jpg"
"1812","VLCI","7","LAND ROVER","130 2.5 TD5 DEFENDER","700","2001","-","1812-VLCI7.jpg"
"1813","ABTD","1","FIAT","DUCATO 2.5D 1400","0","1996","-","falta.jpg"
"1813","ATGC","1","SCANIA","RA136C","0","1988","-","falta.jpg"
"1813","ABSC","3","FORD","L100 VAN","0","1998","-","1813-ABSC3.jpg"
"1813","ABSC","5","VOLKSWAGEN","LT35 TDI","0","2003","-","1813-ABSC5.jpg"
"1822","VFCI","7","MERCEDES","ATEGO 1335","3500","1999",,"1822-VFCI7.jpg"
"1822","VECI","3","MERCEDES","1217","5000","1982",,"1822-VECI3.jpg"
"1814","VLCI","3","TOYOTA ","HILUX 2.4D","500","1999",,"1814-VLCI3.jpg"
"1814","VLCI","7","LAND ROVER","130 2.5 TD5 DEFENDER","500","2000",,"1814-VLCI7.jpg"
"1814","VLCI","8","NISSAN","L200 PICK UP","500","2003",,"1814-VLCI8.jpg"
"1814","VLCI","9","LAND ROVER","110 2.5 TD5 DEFENDER","500","1998",,"1814-VLCI9.jpg"
"1814","VSAT","1","MITSUBISGI","CANTER FE649FOL","0","2001",,"1814-VSAT1.jpg"
"1814","VTGC","4","VOLVO","FH12","32","1997",,"1814-VTGC4.jpg"
"1814","VTPT","1","UMM","ENTREPENEUR 4X4 D","0","1982",,"1814-VTPT1.jpg"
"1814","VTTU","1","VOLVO","F7 TURBO 6","14000","1984",,"1814-VTTU1.jpg"
"1814","VTTU","2","RENAULT","S150.1340","5000","1986",,"1814-VTTU2.jpg"
"1814","VTTU","3","DAF","FA2700 HS","12000","1990",,"1814-VTTU3.jpg"
"1814","VUCI","1","INTERNATIONAL","LOADSTAR 1600","1500","1974",,"1814-VUCI1.jpg"
"1814","VUCI","5","IVECO","ML135E23W C E2 EUROC","3000","1997",,"1814-VUCI5.jpg"
"1822","ABSC","3","VW","CRAFTER TDI","0","2007",,"1822-ABSC3.jpg"
"1822","ABTM","7","FORD","TRANSIT 125T330","0","2002",,"1822-ABTM7.jpg"
"1815","VFCI","4","IVECO","ML95E21WBRSE2 EUROCA","2000","1999","-","falta.jpg"
"1815","VTTU","1","IVECO","80E17 WM","4000","1992","-","falta.jpg"
"1815","VCOT","1","LAND ROVER","90 2.5 TD5 DEFENDER","0","1999","-","falta.jpg"
"1815","ABTD","1","MERCEDES-BENZ","240","0","1982","-","falta.jpg"
"1815","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2000","-","falta.jpg"
"1815","VTPT","1","UMM","ENTREPNEUR 4X4 D","0","1981","-","falta.jpg"
"1815","VLCI","1","UMM","ENTREPNEUR 4X4 D","0","1982","-","falta.jpg"
"1815","ABTD","2","TOYOTA","HIVCOTE","0","1983","-","falta.jpg"
"1815","VLCI","2","UMM","ALTER","0","1987","-","falta.jpg"
"1815","ABTD","3","CITROEN","C25D 1400 280 B50 S-","0","1992","-","falta.jpg"
"1815","VLCI","3","UMM","ALTER","0","1991","-","falta.jpg"
"1816","VSAT","2","NISSAN","CABSTAR E110.35","300","2000","-","1816-VSAT2.jpg"
"1816","VFCI","1","MERCEDES-BENZ","LAF1113B","4500","1966","-","1816-VFCI1.jpg"
"1816","VFCI","2","MAGIRUS DEUTZ","FM 150D10","3800","1974","-","1816-VFCI2.jpg"
"1816","VFCI","3","MAGIRUS DEUTZ","FM 150D10","3800","1974","-","falta.jpg"
"1816","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2001","-","1816-ABSC1.jpg"
"1816","ABTD","1","FORD","TRANSIT L100 VAN","0","1989","-","falta.jpg"
"1816","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","1816-VCOT1.jpg"
"1816","VE32","1","M.A.N.","450HLF","0","1969","-","falta.jpg"
"1816","VETA","1","MAGIRUS DEUTZ","150D10A","0","2000","-","falta.jpg"
"1816","VTTR","1","MERCEDES-BENZ","1217AK/32","0","1982","-","1816-VTTR1.jpg"
"1816","VOPE","1","MERCEDES-BENZ","240D-T123","0","2000","-","1816-VOPE1.jpg"
"1816","VTGC","1","MERCEDES-BENZ","ACTROS 2544","18000","2000","-","falta.jpg"
"1816","VSAT","1","MERCEDES-BENZ","307D","0","1979","-","falta.jpg"
"1816","ABSC","2","RENAULT","MASTER T33D 2.8DTI","0","1998","-","1816-ABSC2.jpg"
"1816","ABTD","2","TOYOTA","HIVCOTE 21LHA2 DIESE","0","2000","-","falta.jpg"
"1816","ABTD","3","MERCEDES-BENZ","212D/30 SPRINTER","0","1999","-","falta.jpg"
"1816","VLCI","4","TOYOTA","HI-LUX 2.4D 33LNA4","600","1991","-","falta.jpg"
"1816","VFCI","5","MERCEDES-BENZ","UNIMOG U1350L","1850","1995","-","1816-VFCI5.jpg"
"1816","VLCI","7","LAND ROVER","130 2.5 TD5 DEFENDER","600","2001","-","1816-VLCI7.jpg"
"1817","VSAT","1","NISSAN","CABSTAR E110.35","300","2000","-","1817-VSAT1.jpg"
"1817","VLCI","1","LAND ROVER","109 LONG SERIE III","400","1980","-","falta.jpg"
"1817","VLCI","5","LAND ROVER","130 2.5 TDI DEFENDER","650","1998","-","falta.jpg"
"1817","VLCI","2","UMM","ENTREPENEUR 4X4 D","800","1983","-","1817-VLCI2.jpg"
"1817","VRCI","4","MERCEDES-BENZ","UNIMOG U100L","1800","1996","-","falta.jpg"
"1817","VTTU","1","M.A.N.","451L1A","3400","1960","-","falta.jpg"
"1817","VTTU","2","FORD","D0707 CARGO","4000","1980","-","1817-VTTU2.jpg"
"1817","VFCI","3","MERCEDES-BENZ","UNIMOG U2150L","4000","1994","-","1817-VFCI3.jpg"
"1817","VECI","6","MERCEDES-BENZ","710","5000","1967","-","falta.jpg"
"1817","VTGC","3","RENAULT","R350MAJOR","22000","1991","-","falta.jpg"
"1817","ABSC","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2004","-","1817-ABSC1.jpg"
"1817","VETA","1","LAND ROVER","109 LONG SERIE III","0","1980","-","1817-VETA1.jpg"
"1817","ABTD","1","MERCEDES-BENZ","300D-T123","0","1981","-","falta.jpg"
"1817","ABTM","1","MERCEDES-BENZ","313D/35 CDI SPRINTER","0","2003","-","1817-ABTM1.jpg"
"1817","VCOT","1","TOYOTA","HI-LUX 2.4D POLN65","0","1988","-","falta.jpg"
"1817","VTPT","1","UMM","ENTREPNEUR 4X4 D","0","1986","-","falta.jpg"
"1817","VCOT","2","LAND ROVER","90 2.5 TDI DEFENDER","0","1999","-","1817-VCOT2.jpg"
"1817","ABTD","2","MERCEDES-BENZ","213D/30 CDI SPRINTER","0","2002","-","1817-ABTD2.jpg"
"1817","VTPG","2","MERCEDES-BENZ","L319D","0","1966","-","falta.jpg"
"1818","VSAT","1","NISSAN","CABSTAR E110.35","200","2000","-","1818-VSAT1.jpg"
"1818","VFCI","2","MERCEDES-BENZ","1113","5500","2000","-","1818-VFCI2.jpg"
"1818","ABTD","8","VOLVO","245 DL","0","1989","-","falta.jpg"
"1819","VLCI","2","TOYOTA","LAND CRUISER BJ45","500","1983","-","falta.jpg"
"1819","ABTD","1","CITROEN","CX","0","1983","-","1819-ABTD1.jpg"
"1819","ABSC","1","FORD","TRANSIT","0","1988","-","falta.jpg"
"1819","VLCI","1","TOYOTA","LAND CRUISER BJ45","500","1983","-","1819-VLCI1.jpg"
"1819","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","1819-VCOT1.jpg"
"1819","ATT","1","MERCEDES-BENZ","322","0","1964","-","falta.jpg"
"1819","VFCI","1","MERCEDES-BENZ","UNIMOG","0","1967","-","falta.jpg"
"1819","VSAT","1","MITSUBISHI","PAJERO LONG","0","2001","-","1819-VSAT1.jpg"
"1819","VTL","1","OPEL","REKORD","0","1975","-","falta.jpg"
"1819","ABSC","2","MERCEDES-BENZ","208D/30","0","1994","-","1819-ABSC2.jpg"
"1819","ABTD","2","MERCEDES-BENZ","250D","0","1993","-","1819-ABTD2.jpg"
"1819","ATT","2","MORRIS","LEYLAND","0","1967","-","falta.jpg"
"1819","ABSC","3","FORD","TRANSIT L100 VAN","0","1995","-","1819-ABSC3.jpg"
"1819","ATT","3","MERCEDES-BENZ","710","0","1968","-","falta.jpg"
"1819","VFCI","3","MERCEDES-BENZ","UNIMOG U2150 L","0","1994","-","falta.jpg"
"1820","ABTD","1","MERCEDES-BENZ","300TD","0","2000","-","falta.jpg"
"1820","VSAT","1","NISSAN","CABALL","0","1979","-","falta.jpg"
"1820","VTGC","2","FORD","CARGO 1113","0","2000","-","falta.jpg"
"1820","VLCI","2","MITSUBISHI","L200 PICK-UP","0","1993","-","falta.jpg"
"1820","ABTD","3","PEUGEOT","505 GRD TA","0","1989","-","falta.jpg"
"1821","VFCI","3","MERCEDES-BENZ","UNIMOG U1350L","1800","1995","-","falta.jpg"
"1821","ABSC","1","CITROEN","C25D 1400 280 B50 S-","0","1992","-","1821-ABSC1.jpg"
"1821","VCOT","1","LAND ROVER","110 2.5 TD5 DEFENDER","0","1998","-","1821-VCOT1.jpg"
"1821","VSAT","1","MERCEDES-BENZ","409","0","1975","-","1821-VSAT1.jpg"
"1821","ATT","1","MERCEDES-BENZ","710","0","1975","-","falta.jpg"
"1821","ABTD","1","MERCEDES-BENZ","240D-T123","0","1981","-","falta.jpg"
"1821","VFCI","1","MERCEDES-BENZ","UNIMOG","0","1975","-","falta.jpg"
"1821","VLCI","1","TOYOTA","HI-LUX 2.4D POLN65","0","1988","-","falta.jpg"
"1821","ABSC","2","MERCEDES-BENZ","MB100D","0","1995","-","1821-ABSC2.jpg"
"1821","VFCI","2","RENAULT","75-130 4X4","0","1983","-","falta.jpg"
"1821","ABTD","2","RENAULT","TRAFIC","0","1985","-","falta.jpg"
"1821","ABTD","3","RENAULT","TRAFIC T1300D","0","1987","-","falta.jpg"
