"Code","Name","Address","Phone","Fax","Email","Website","City","Lat","Lon"
1406,"Vila Nova de Ourém","Av. D. Nuno Alvares Pereira 2490-486 Vila Nova de Ourém",249540500,249540508,"cbourem@mail.telepac.pt",,"Ourém",,
1407,"Tomar Municipais","Rua de St. Iria 2300-475 Tomar",249329140,249329141,"bmt@mail.telepac.pt",,"Tomar",,
1404,"Benavente","Av. D. Antonio Francisco J. Calheiros Lopes 2130014 BenAv.ente",263516335,263519798,"bvbenavente.comando@mail.telepac.pt",,"Benavente",,
1403,"Santarém Voluntários","Av. Prof. Doutor Joaquim Veríssimo Serrão Apartado 11 - 2001-901 Santarém",243377900,243377904,"bvsantarem@sapo.pt",,"Santarém",,
1402,"A.Municipais","Av. D. João I, 2200-233 Abrantes",241360670,241365271,"bombeirosabrantes@gmail.com",,"Abrantes",,
1401,"Santarém Municipais","Rua Zeferino Brandão 2000032 Santarém",243333122,243333567,"bms@cm-santarem.pt",,"Santarém",,
1344,"Pedrouços","Rua Luís de Camões, 139 4425-666 Pedrouços",229012744,229014677,"comando@ahbvpedroucos.pt",,"Maia",,
1341,"Melres","Rua do Toumil, 6 4515-598 Melres",224760640,224760421,"bombeirosmelres@iol.pt",,"Gondomar",,
1342,"S. Marinha do Zêzere","Rua 20 de Junho Apartado 11 4640-908 Santa Marinha do Zêzere",254882544,254881251,"bssmz-direccao@mail.telepac.pt",,"Baião",,
1343,"Crestuma","Rua da Azenha 4415-575 Crestuma",227634999,227634998,"Direccao@BVCrestuma.org","www.bvcrestuma.org","Vila Nova de Gaia",,
1340,"Vila Meã","Rua 5 de Outubro Ataíde 4605-378 Vila Meã",255732222,255733101,"bvila_mea@portugalmail.pt",,"Amarante",,
1338,"Rebordosa","Av. Bombeiros Voluntários Apart. 39 4589-907 Rebordosa",224157440,224157449,"bombeiros.rebordosa@mail.telepac.pt",,"Paredes",,
1339,"São Pedro da Cova","Rua de S. Pedro 4510- 430",224664380,224664389,"vols.pc@gmail.com",,"Gondomar",,
1337,"Vila das Aves","Rua do Bombeiro Voluntário, 350 4795044 Vila das Aves",252820700,252820709,"bombaves@iol.pt",,"Santo Tirso",,
1336,"Trofa","Rua de D. Pedro V 4785-306 Trofa",252473000,252400709,"secretaria.bvtrofa@mail.telepc.pt",,"Trofa",,
1334,"Baião","Rua de Camões 4640-147 Baião",255541231,255541719,"bvbaiao@iol.pt",,"Baião",,
1335,"Lordelo","Av. Bombeiros Voluntários 4584-908 nº.146 Lordelo",224447777,224447779,"bv.lordelo@clix.pt",,"Paredes",,
1333,"Paço de Sousa","Av. Barão Lourenço Martins 4560-382 Paço de Sousa",255752228,255754131,"geral@bvpacodesousa.pt",,"Penafiel",,
1332,"Leça do Balio","Rua dos Bombeiros Vol. Apartado. 2002 4466-801 Leça do Balio",229511330,229533705,"bombeiros.l.balio@clix.pt",,"Matosinhos",,
1331,"Avintes","Rua 5 de Outubro 4430-796 Avintes - V. nº. de Gaia",227820230,227841217,"geral@bvavintes.com","www.bvavintes.com","Vila Nova de Gaia",,
1329,"Leixões","Rua Augusto Gomes, 368 - 486 4450053 Matosinhos",229380018,229380004,"bvleixoes@mail.telepac.pt",,"Matosinhos",,
1330,"Paços de Ferreira","Av. D.Nicolau Carneiro 4590-514 Paços de Ferreira",255965339,255964860,"bv.pacosdeferreira@sapo.pt","www.ahbvpf.com","Paços de Ferreira",,
1327,"Lousada","Rua Dos Bombeiros Voluntários, nº. 52 4620-652 Lousada",255912119,255812819,,,"Lousada",,
1328,"Freamunde","Rua Prof. Albino Matos, 40- apartado 60 4594-908 Freamunde",255879115,255870115,"bombeiros.freamunde@clix.pt",,"Paços de Ferreira",,
1321,"Aguda","Praça N. Sra. Nazaré, Praia da Aguda, 4405009 Arcozelo VNG",227620030,227531589,"bvaguda@bvaguda.pt","www.bvaguda.pt","Vila Nova de Gaia",,
1322,"Cête","Belo Horizonte 4580-311 Cête",255752222,255754143,"comandantebvc@sapo.pt",,"Paredes",,
1323,"Moreira da Maia","Rua D. Farinhote, 1296 4470-602 Moreira da Maia",229421002,229412046,"moreira.maia@sapo.pt",,"Maia",,
1324,"Valbom","Rua dos Bombeiros Voluntários 4420-386 Valbom GDM",224830041,224833055,"bvvalbom.secretaria@gmail.com","http://www.bvvalbom.com","Gondomar",,
1325,"Baltar","Lugar do Tanque S/N 4585059 Baltar",224153434,224159615,"bvbaltar@sapo.pt",,"Paredes",,
1326,"Tirsenses","Av. Sousa Cruz 4780-365 Santo Tirso",252830500,252830509,"tirsenses@mail.telepac.pt","www.ahbvt-amarelos.org","Santo Tirso",,
1320,"Marco de Canaveses","Av. Gago Countinho, 553 - Apartado 98 4634-909 Marco de Canaveses",255534115,255531305,"bvmcn@mail.telepac.pt",,"Marco de Canaveses",,
1319,"Entre os Rios","Av. Principal 4575-218 Entre os Rios",255615337,255613393,"entre.rios.bombeiros.rios@mail.telepac.pt","http://www.bverios.pt","Penafiel",,
1318,"Rio Tinto","Rua D. Filipa Lencastre 4435-254 Rio Tinto",229730016,229759663,"bvart.comando@gmail.pt","www.bvart.pt","Gondomar",,
1317,"Ermesinde","Rua 5 de Outubro, 1002 4445-310 Ermesinde",229710029,229710023,"bvee@clix.pt","www.bve.pt","Valongo",,
1316,"Amarante","Av. 1.º Maio - S. Gonçalo 4600 013 Amarante",255422718,255431255,"bvamarante@clix.pt",,"Amarante",,
1314,"Valadares","Largo António Pereira (Tamanco) 4405-536 Valadares",227110007,227113644,"geral@bvvaladares.com","www.bvvaladares.com","Vila Nova de Gaia",,
1312,"Vila do Conde","Rua D. Sancho I 4480-876 Vila do Conde",252640600,252640608,"comando@bvvc.pt","comando@bvvc.pt","Vila do Conde",41.36559,-8.73998
1313,"Gondomar","Rua 5 de Outubro, 68 4420086 S. Cosme Gondomar",224830243,224646427,"secretaria@bvgondomar.com","www.bvgondomar.com","Gondomar",,
1311,"Carvalhos","Rua Gonçalves de Castro 4415-378 Carvalhos",227842140,227842215,"bvcarvalhosdireccao@sapo.pt","www.bvcarvalhos.pt","Vila Nova de Gaia",,
1310,"Coimbrões","Rua Bombeiros Voluntários de Coimbrões, 445 4400057 Coimbrões",223793511,223710411,"comando@bvcoimbroes.pt","www.bvcoimbroes.pt","Vila Nova de Gaia",,
1309,"Felgueiras","Rua Costa Guimarães 4610-135 Felgueiras",255926666,255313196,,,"Felgueiras",,
1308,"Valongo","Av. 5 de Outubro Apart. 33 4440-503 Valongo",224220002,224224392,"bombeirosvalongo@gmail.com, comando@bvv.pt","www.bvv.pt","Valongo",,
1307,"Lixa","Av. República Vila Cova da Lixa 4615 076 Lixa",255491115,255494917,"bvlixa@sapo.pt",,"Felgueiras",,
1306,"Paredes","Av. Bombeiros Voluntários Apart. 31 4580053 Paredes",255788788,255783168,"operacional@bvparedes.com","www.bvparedes.com","Paredes",,
1305,"Penafiel","Largo dos Bombeiros Vol. Apart. 47 4564-909 Penafiel",255212122,255212107,"bvpenafiel@mail.telepac.pt",,"Penafiel",,
1303,"Póvoa de Varzim","Rua Arquitecto Ventura Terra 4490-549 Póvoa de Varzim",252291500,252291509,"comando.bvpv@mail.telepac.pt",,"Póvoa de Varzim",,
1301,"Gaia Sapadores","Av. da Vasco da Gama, 930 4405-630 V. N. Gaia",223752424,223778090,"bmbpc@cm-gaia.pt",,"Vila Nova de Gaia",,
1302,"Matosinhos-Leça","Av. D. Antunes Guimarães 4450-621 Leça da Palmeira Matosinhos",229984190,229984199,"comando.bvml@iol.pt",,"Matosinhos",,
1212,"Sousel","Estrada da Circunvalação 7470-210 Sousel",268550030,268551385,"geral@bvsousel.pt","www.bvsousel.pt","Sousel",,
1213,"Monforte","Estrada da Circunvalação 7450-106 Monforte",245573420,245573490,,,"Monforte",,
1214,"Fronteira","Av. Heróis dos Atoleiros nº.54 7460-101 Fronteira",245604500,245605422,"bombeirosvfronteira@mail.telepac.pt","www.bvfronteira.pt","Fronteira",,
1215,"B.P.Robinson","Largo do Jardim Operário nº.5 7300- 096 Portalegre",245301680,245330412,"corticeirarobinson@clix.pt",,"Portalegre",,
1216,"Marvão","Outeiros 7330-215 Sto. António das Areias",245920135,245920137,,,"Marvão",,
1207,"Alter do Chão","Rua do Comércio 7440066 Alter do Chão",245612314,245612033,"bombeirosalter@sapo.pt",,"Alter do Chão",,
1208,"Crato","EN 245 7430-122 Crato",245990030,245997322,,,"Crato",,
1209,"Campo Maior","Av. Bombeiros Voluntários 7370-171 Campo Maior",268686227,268680412,"c.maior@mail.telepac.pt",,"Campo Maior",,
1210,"Avis","Bairro Bico Forte 7480-106 Avis",242412155,242412175,"ahbvavisenses@mail.telepac.pt",,"Avis",,
1211,"Arronches","Rua Movimento Forças Armadas 7340034 Arronches",245583274,245582194,,,"Arronches",,
1206,"Gavião Municipais","Rua da Fonte Nova, Apartado 22 6040056 Gavião",241632359,241632359,"bmgaviao@sapo.pt",,"Gavião",,
1147,"Caneças","Rua Das Ribeiras nº. 124 2675 Odivelas",219801292,219816160,"geral.bir@ahbvc.pt","http://www.ahbvc.pt","Odivelas",,
1148,"Pontinha","Estrada da Paiã, Pinhal da Paiã 1675 Pontinha",214787210,214787219,"europa@netcabo.pt",,"Lisboa",,
1149,"Merceana","Rua dos Bombeiros Voluntários 2585 Merceana",263766010,263760470,"bvmerceana@sapo.pt",,"Alenquer",,
1150,"Montelavar","Rua Maestro Alferes Álvaro Augusto de Sousa 2715 MontelAv.ar",219271090,219672365,"bvmontelavar@dizzavi.pt",,"Sintra",,
1151,"OGMA",,,,,,,,
1201,"Portalegre","Av. da Estremadura Espanhola 7300- 051 Portalegre",245309300,245309314,"ass.bombeiros.ptg@mail.telepac.pt",,"Portalegre",,
1202,"Castelo de Vide","Estrada Nacional 246-1 7320-999 Castelo de Vide",245901444,245901682,"bvcastelovide@sapo.pt",,"Castelo de Vide",,
1203,"Ponte de Sôr","Av. Manuel Pires Filipe 7400-223 Ponte de Sôr",242292160,242292168,"bombeirosor@hotmail.com",,"Ponte de Sôr",,
1204,"Elvas","Rua Bombeiros Voluntários 7350099 Elvas",268636320,268622207,"bombeiros.elvasl@mail.telepac.pt",,"Elvas",,
1205,"Nisa","Rua D. Cruz Malpique 6050-341 Nisa",245412303,245412303,,,"Nisa",,
1146,"Vialonga","Rua Nossa Senhora da Assunção nº.9 2625-680 Vialonga",219527319,219527319,"Ahbvv.comando@mail.telepac.pt",,"Vila Franca de Xira",,
1145,"Castanheira do Ribatejo","Rua da Cevadeira nº.18 2600 Castanheira do Ribatejo",263286830,263286839,"comando.bombeiros.cast.ribatejo@gmail.com",,"Vila Franca de Xira",,
1144,"Algueirão","Rua Professor D. Joaquim Fortes 2725-343 Algueirão",219228500,219228508,"secretaria.comando@bvamm.pt",,"Sintra",,
1143,"Malveira","Rua dos Bombeiros Voluntários 2665-213 Malveira",219862561,219661159,"bvmalveira@iol.pt",,"Mafra",,
1142,"Póvoa St. Iria","Av. D. Vicente Valente 2625-215 Póvoa de Santa Iria",219590032,219591697,"comando.psi@gmail.com",,"Vila Franca de xira",,
1141,"Alenquer","Urbanização do Brandão - Rua A 2580-355 Alenquer",263711309,263480139,"bvalenquer@iol.pt",,"Alenquer",,
1137,"Ericeira","EN 247 Alto da Boa Viagem 2655 Ericeira",261866500,261864961,"e.@mail.telepac.pt",,"Mafra",,
1138,"Agualva Cacém","Largo. Da República 2735-169 Agualva-Cacém",219140045,219133939,"direccao.abvac@netcabo.pt, comando.abvac@gmail.com","www.abvac.pt","Sintra",,
1139,"Azambuja","Rua José R Vides 8, Azambuja 2050-334 Azambuja",263400190,263401653,,,"Azambuja",,
1140,"Alcoentre","Largo D. Afonso Oliveira Guimarães nº. 2 2065021 Alcoentre",263480133,263480139,"alcoentre@hotmail.com",,"Azambuja",,
1135,"Fanhões","Rua Manuel D.Almeida Rodrigues Manta 2670-718 Fanhões",219738640,219749755,"bvfanhoes@sapo.pt",,"Loures",,
1136,"Zambujal","Rua dos Bombeiros Voluntários nº. 9 2670 Zambujal",219749110,219730131,"comandante.ahbvz@iol.pt",,"Loures",,
1123,"Sobral do Monte Agraço","Rua Francisco Lázaro 2590019 Sobral Monte Agraço",261941815,261941411,"smpcsobral@sapo.pt","www.bvsobral.com","Sobral de Monte Agraço",,
1134,"Lourinhã","Largo da República 2530 Lourinhã",261419500,261423262,"comando@bvlourinha.org",,"Lourinhã",,
1133,"Mafra","Av. 25 de Abril 2640-456 Mafra",261812100,,"bvmafra@clix.pt",,"Mafra",,
1132,"Moscavide","Largo dos Bombeiros Voluntários 1885018 Moscavide",219458640,219444738,"bvmp@mail.telepac.pt",,"Loures",,
1124,"Cadaval","Av. dos Bombeiros Voluntários nº.19/21 2550-102 Cadaval",262699110,262699119,"bombeiros.voluntarios.cadaval@netvisão.pt",,"Cadaval",,
1119,"São Pedro de Sintra","Rua Álvaro Reis, nº.12 2710-526São Pedro de Sintra",219249600,219242258,"pedroen@sapo.pt",,"Sintra",,
1120,"Carcavelos","Rua dos Bombeiros Voluntários de Carcavelos 2775-694 Carcavelos",214582107,214582155,"teresa.noronha@abvcsdr.com",,"Cascais",,
1121,"Dafundo","Av. Duque de Loulé Edificio Bombeiros 2795-118 Linda a Velha",214146410,214141343,"corpo.bombeiros@bombeiro-dafundo.mail.pt",,"Oeiras",,
1122,"Carnaxide","Rua Manuel Teixeira Gomes 2795-105 Carnaxide",214180832,214173867,"direccao@bvcarnaxide.pt","www.bvcarnaxide.pt","Oeiras",,
1118,"Amadora","Rua Elias Garcia nº.131 2700-316 Amadora",214941034,214932303,"sec.comando@bvamadora.pt","www.bvamadora.pt","Amadora",,
1117,"Torres Vedras","Rua Manuel César Candeias 2560-265 Torres Vedras",261327150,261327151,"geral@bvtorresvedras.pt","www.bvtorresvedras.pt","Torres Vedras",,
1116,"Algés","Av. dos Bombeiros Voluntários de Algés nº.18 1495019 Algés",214103042,214123901,,,"Oeiras",,
1114,"Sacavém","Rua Cidade de Goa Apartado 1 2685068 Sacavém",219427910,219427918,"bv.sacavem.comando@sirene.pt",,"Sacavém",,
1115,"Alhandra","Rua Vasco da Gama, nº. 58 2600-529 Alhandra",219500021,219519029,"comando@bombeirosdealhandra.com.pt",,"Vila Franca de Xira",,
1113,"Odivelas","Rua dos Bombeiros Voluntários 2675-305 Odivelas",219348290,219340916,"bombeiros.odivelas@bvodivelas.com","www.bvodivelas.com","Odivelas",,
1112,"Almoçageme","Av. D. Brandão de Vasconcelos, 82 - Almoçageme 2705018 Colares",219288173,219291973,"secretaria@bvalmocageme.pt",,"Sintra",,
1107,"Sintra","Av. Aviação Portuguesa 2710-536 Sintra",219236200,219236207,"sgeral@abvsintra.pt","www.abvsintra.pt","Sintra",,
1108,"Linda-a-Pastora","Av. Tomas Ribeiro - Linda-a-Pastora 2790-468 Queijas",214170486,214170017,"secretaria-bvlp@netcabo.pt",,"Oeiras",,
1109,"Bucelas","Largo dos Bombeiros Voluntários nº.4 2670-636 Bucelas",219694007,219680693,"bv.bucelas@mail.telepac.pt",,"Loures",,
1110,"Oeiras","Rua Comandante Cordeiro Castanheira 2780-228 Oeiras",214409600,214409605,"bvoeiras@netcabo.pt",,"Oeiras",,
1111,"Paço de Arcos","Rua do Parque Desportivo, 15 – 2770-132 Paço de Arcos",214409670,214409679,"comando@bvpacodearcos.pt","www.bvpacodearcos.pt","Oeiras",,
1106,"Colares","Av. dos Bombeiros Voluntáriosnº. 10 2705-180 Colares",219291016,219283037,"info@bvcolares.com",,"Sintra",,
1102,"Vila Franca de Xira","Rua António L Baptista 2600-102 Vila Franca de Xira",263280650,263280659,"bv.vfx.comando@mail.telepac.pt",,"Vila Franca de Xira",,
1103,"Cascais","Av. Eng. Adelino Amaro da Costa 2750-279 Cascais",214838080,214828404,"geral@ahbvc.org.pt","www.ahbvc.org.pt/","Cascais",,
1104,"Loures","Rua Guilherme Henrique Soromenho 2670-430 Loures",219839999,219839991,"dir.bvloures@netcabo.pt","www.bv-loures.pt","Loures",,
1105,"Arruda dos Vinhos","Rua Luis de Camões 2630 Arruda dos Vinhos",263975684,263975684,"bombeirosavinhos@hotmail.com",,"Arruda dos Vinhos",,
1025,"Ortigosa","Rua Encarnação Pinto Mota, nº. 578 2425-734 Ortigosa",244614700,244614700,,,"Leiria",,
1101,"Barcarena","Travessa Alípio Seco 2745-421 Barcarena",214213900,214213860,"bvbarcarenacomando1@clix.pt",,"Oeiras",,
201,"Beja","Av. Fialho de Almeida nº.30 7800-395 Beja",284311660,284321860,"bvb_beja@mail.telepac.pt",,"Beja",,
202,"Odemira","Estrada Nacional 123 - Apart. 125 7630-909 Odemira",283320800,283320809,"gabcomando_bvo@iol.pt",,"Odemira",,
203,"Moura","Av. Bombeiros Voluntários de Moura 7860-107 Moura",285250250,285250259,"bvmouracom@iol.pt","http://www.bvmoura.com/","Moura",,
204,"Aljustrel","Largo 31 de Janeiro 7600053 Aljustrel",284602172,284601452,"bvaljustrel.com@sirene.pt",,"Aljustrel",,
205,"Alvito","Av. dos Bombeiros Voluntários 7920011 Alvito",284480780,284480789,"bvalvito@sapo.pt",,"Alvito",,
206,"Cuba","Rossio de S. Brás 7940 CUBA",284419060,284415350,"geral.bvcuba@mail.telepac.pt",,"Cuba",,
207,"Ferreira do Alentejo","Largo dos Bombeiros Voluntários Apartado 34 7900-909 Ferreira do Alentejo",284738820,284738829,"abvfa@net.sapo.pt",,"Ferreira do Alentejo",,
208,"Mértola","Av. dos Bombeiros Apartado 11 7750-909 Mértola",286610010,286610011,"bvmertola@sapo.pt",,"Mértola",,
209,"Almodôvar","Rua da Ponte Romana 7700040 Almodôvar",286660140,286665460,"bvalmodovar@mail.telepac.pt",,"Almodôvar",,
210,"Ourique","Rua dos Bombeiros Voluntários de Ourique 7670-262 Ourique",286510580,286510589,"bombeirosvourique@mail.telepac.pt",,"Ourique",,
211,"Serpa","Av. dos Bombeiros Voluntários (Zona Industrial) 7830-439 Serpa",284540030,284540039,"bv.serpa-central@sapo.pt",,"Serpa",,
212,"Barrancos","Rua das Fontainhas nº.1 7230018 Barrancos",285950600,285950609,"bombeirosvbarrancos@mail.telepac.pt",,"Barrancos",,
213,"Castro Verde","Rua da Seara Nova, nº.1 7780-163 Castro Verde",286320020,286320029,"bvcastroverde@mail.telepac.pt",,"Castro Verde",,
214,"Vidigueira","Estrada da Circunvalação 7960-212 Vidigueira",284437000,284437009,"bvvidigueira@iol.pt","http://www.bvvidigueira.org/","Vidigueira",,
215,"Vila Nova de MilFontes","Bairro Monte Vistoso - 7645 Vila Nova de Milfontes",283996620,,"comando.bvmilfontes@sapo.pt","http://bvmilfontes.com/","Odemira",,
301,"C.S.B. Braga","Rua do Ferraz 4700-380 Braga",253264077,253613389,,,"Braga",,
302,"Braga","Largo Paulo Orósio 4700036 Braga",253200430,253215546,,,"Braga",,
303,"Guimarães","Alameda D. Alfredo Pimenta Apartado 161 4810-420 Guimarães",253515444,253408332,,"http://www.bv-guimaraes.org/","Guimarães",,
304,"Vizela","Av. dos Bombeiros Voluntários, Apartado 1 4815-901 Caldas de Vizela",253489100,253489104,"comandovizela@iol.pt",,"Vizela",,
305,"Barcelos","Av. D. Sidónio Pais, 67/77 Apartado 242 4754-909 Barcelos",253802050,253802055,"bvbarcelos@iol.pt","www.bvbarcelos.pt","Barcelos",,
306,"Caldas das Taipas","Rua Nova dos Bombeiros 4800-388 Caldas das Taipas",253577114,253578670,"secretaria@bvtaipas.com","http://www.bvtaipas.com/","Guimarães",,
307,"Fafe","Av. do Brasil, nº. 121 4820-121 Fafe",253598111,253598618,"geral@bvfafe.pt","www.bvfafe.pt","Fafe",,
308,"Famalicão","Av. Rebelo Mesquita, nº. 136 Apartado 128 4760013 V.N.Famalicão",252301112,252301119,"bvfamalicao.secretaria@sirene.pt","www.bvfamalicao.org","Vila Nova de Famalicão",,
309,"Esposende","Rua dos Bombeiros 4740-230 Esposende",253969110,253965144,"esposende@portugalmail.pt",,"Esposende",,
310,"Póvoa de Lanhoso","Av. República 4830-513 Póvoa do Lanhoso",253639240,253633995,,,"Póvoa de Lanhoso",,
311,"Amares","Rua dos Bombeiros nº.2 4720 -388 Ferreiros",253993162,253993569,"bvamares@sapo.pt",,"Amares",,
312,"Barcelinhos","Largo Guilherme Gomes Fernandes 4755060 Barcelinhos",253839709,253839709,"cvspb@iol.pt",,"Barcelos",,
313,"Vila Verde","Av. dos Combatentes da Guerra Colonial-4730064 Vila Verde",253310390,253312434,"bv.vilaverde@mail.telepac.pt","http://www.bv-vilaverde.org/","Vila Verde",,
314,"Fão","Largo Avelino Pires Carneiro 4740-328 Fão",253981189,253981240,"secretaria@bvfao.com","http://www.bvfao.com/","Esposende",,
315,"Celoricenses","Av. João P Ribeiro Britelo, 4890-221 Celorico de Basto",255321223,255322110,,,"Celorico de Basto",,
316,"Famalicenses","Av. D. Carlos Bacelar-Apartado 106 4764-901- Vila Nova de Famalicão",252322055,252330209,"bvfamalicenses@netcabo.pt",,"Vila Nova de Famalicão",,
1017,"Pedrogão Grande","Rua D. Júlio Baeta Rebelo 3270-116 Pedrogão Grande",236486122,236486225,"bvpg@mail.pt",,"Pedrógão Grande",,
1016,"Ansião","Av. D. Victor Faveiro - Ansião 3240-153 Ansião",236670600,236670609,"cmansiao@gmail.com","www.bombeirosansiao.pt","Ansião",,
1015,"Porto Mós","Rua dos Bombeiros 2480-336 Porto de Mós",244491115,244491003,"bvportodemos@sapo.pt",,"Porto de Mós",,
1013,"Vieira de Leiria","Rua 25 de Abril, nº.2 Vieira de Leiria 2430-778 Vieira de Leiria",244699080,244699081,"bv.vieira@nrt.novis.pt",,"Marinha Grande",,
1014,"Castanheira de Pêra","Rua dos Bombeiros Voluntários, 1 3280035 Castanheira de Pêra",236432555,236432310,"bvcastpera@iol.pt",,"Castanheira de Pêra",,
1011,"Figueiró dos Vinhos","Rua dos Bombeiros 3260-419 Figueiró dos Vinhos",236552122,236553722,"bombeirosvfv@mail.telepac.pt","www.bombeirosfigueirodosvinhos.pt","Figueiró dos Vinhos",,
1012,"Alvaiázere","Rua dos Bombeiros Voluntários 3250-163 Alvaíazere",236650510,236650519,"bvavz@mail.telepac.pt",,"Alvaiázere",,
1008,"Óbidos","Estrada Nacional 8 2510082 Óbidos",262959144,262959700,"comando@bombeirosdeobidos.pt","www.bombeirosdeobidos.pt","Óbidos",,
1009,"Nazaré","Estrada Nacional 242 km 34 2450-138 Nazaré",262561300,262562126,"bvncomando@netvisao.pt",,"Nazaré",,
1010,"Peniche","Av. do Porto de Pesca 2520-208 Peniche",262780000,262780001,"abv.ol.peniche@mail.telepac.pt",,"Peniche",,
1003,"Caldas da Rainha","Rua 31 de Janeiro 2500-118 Caldas da Rainha",262840550,262840551,"bvcrcomando@mail.telepac.pt",,"Caldas da Rainha",,
1004,"Marinha Grande","Rua dos Bombeiros Voluntários 2430-400 Marinha Grande",244575112,244575119,"geral@bv-mg.com","www.bv-mg.com","Marinha Grande",,
1002,"Leiria Municipais","Rua do Tomar 2414006 Leiria",244813033,244815669,"bombmunicleiria@mail.pol..pt",,"Leiria",,
922,"Vila Franca das Naves","Rua das NAv.es 6420-728",271881275,271886118,"bombeirosvfnaves@mail.telepac.pt",,"Trancoso",,
923,"Famalicão da Serra","Largo do Pombinho 6300-100 Famalicão - Guarda",275487700,275487048,"bombeirosdefamalicao@gmail.com",,"Guarda",,
1001,"Alcobaça","Rua dos Bombeiros Voluntários 2461-997 Alcobaça",262505300,262505309,"bvalcobaca@iol.pt",,"Alcobaça",,
105,"Oliveira de Azeméis","Rua dos Bombeiros Voluntários 3720-532 Oliveira de Azeméis",256682122,256600678,"comando@bombeirosazemeis.com","www.bombeirosazemeis.com","Oliveira de Azeméis",,
106,"Aveiro Novos","Largo Capitao Maia Magalhaes 3800-124 Aveiro",234422333,234423786,"gabinetedecomando@bombeirosnovos.pt",,"Aveiro",,
921,"Gonçalo","Rua 1º de Maio 6300 - 115",275434228,275431101,,,"Guarda",,
917,"São Romão","Av. dos Bombeiros Voluntários nº.4 6270 S.Romão",238310220,238310225,"secretaria@bvsaoromao.pt",,"Seia",,
918,"Vila Nova de Tazem","Av. D. António Borges nº. 6 6290 - 632",238486162,238494715,,,"Gouveia",,
919,"Soito","Largo das Eiras - Soito 6320 - 170",271601002,271601135,"geral@bombeirosdosoito.com","www.bombeirosdosoito.com","Sabugal",,
920,"Loriga","Rua Volta 6270 - 092 Loriga",238953255,238954092,"geral@bvloriga.pt","www.bvloriga.pt","Seia",,
915,"Aguiar da Beira","Bairro de Stº António",232688444,232688920,,,"Aguiar da Beira",,
916,"Manteigas","Estrada Nacional, 232 6260 - 162",275982333,275982444,,"www.bvmanteigas.com.sapo.pt","Manteigas",,
913,"Folgosinho","Rua dos Bombeiros Voluntários 6290 Folgosinho",238745129,238748025,,,"Gouveia",,
914,"Fornos de Algodres","Urbanização Quintas da Vila 6370-153 Fornos de Algodres",271700700,271703396,"geral@bombeiros-fornosdealgodres.com","www.bombeiros-fornosdealgodres.com","Fornos de Algodres",,
912,"Celorico da Beira","Rua dos Bombeiros Voluntários 6360 - 344",271742777,271741185,,,"Celorico da Beira",,
909,"Vila Nova de Foz Côa","Largo dos Bombeiros Voluntários 5150-55 V.N.Foz Côa",279768100,279768101,"bombeirosfozcoa@sapo.pt","www.bombeirosdefozcoa.blogspot.com","Vila Nova de Foz Côa",,
910,"Seia","Av. 1º de Maio 6270 - 479",238310310,238310318,"ahbvseia@netvisao.com","www.ahbvseia.com","Seia",,
911,"Melo","Av. Brigadeiro Beja Neves, nº. 3 6290 -121",238745130,238745552,,,"Gouveia",,
905,"Figueira de Castelo Rodrigo","Rua Cónego Patrício nº.56 6440 - 121 F.C.Rodrigo",271312405,271313219,"ahbvf@sapo.pt",,"Figueira de Castelo Rodrigo",,
906,"Mêda","Av. Gago C/S Cabral 6430 - 183 Mêda",279882115,279882114,,,"Mêda",,
907,"Trancoso","Rua dos Bombeiros Voluntários 6420029 Trancoso",271811218,271811001,,,"Trancoso",,
908,"Almeida","Rua Oliveira - Almeida 6350 - 123",271574222,271574217,"bvalmeida@mail.pt","www.bvalmeida.pt.vu","Almeida",,
904,"Pinhel","Largo Capitão Azevedo 6400 - 327 Pinhel",271412211,271413589,"geral@bvpinhel.com",,"Pinhel",,
817,"Alcoutim","Bairro do Rossio - 8970 Alcoutim",281540450,281540459,,,"Alcoutim",,
901,"Guarda","Rotunda dos Bombeiros Voluntários 6300 Guarda",271221930,271223529,"info@bombeiros-guarda.com","www.bombeiros-guarda.com","Guarda",,
902,"Sabugal","Av. dos Bombeiros 6320 - 499 Sabugal",271753315,271753635,,,"Sabugal",,
903,"Gouveia","Av. dos Bombeiros Voluntários 6290 - 520 Gouveia",238492138,238492504,"bombeirosdegouveia@hotmail.com","www.bombeirosdegouveia.pt.vu","Gouveia",,
816,"Vila do Bispo","Rua 1º de Maio - 8650-425 Vila do Bispo",282639285,282639786,"bomb.vbispo@clix.pt",,"Vila do Bispo",,
815,"Lagoa","Rua dos Bombeiros Voluntários de Lagoa - 8400-379 Lagoa",282352888,282342572,,,"Lagoa",,
813,"São Bartolomeu de Messines","Rua João de Deus Apart.33 8375-999 S. B. Messines",282339633,282338687,"bvsbm@sapo.pt",,"Silves",,
814,"Albufeira","Rua dos Bombeiros Voluntários 8200009 Albufeira",289586333,289586517,"bvalbufeira@bvalbufeira.pt - comando@bvalbufeira.pt","www.bombeiros-albufeira.com","Albufeira",,
810,"Olhão Municipais","Av. D. Bernardino Silva, nº.27 8700-301 Olhão",289710000,289710007,"geral.bombeiros@cm-olhao.pt","www.cm-olhao.pt","Olhão",,
811,"Monchique","Estrada Nacional 266 - 8550-426 Monchique",282912115,282910006,"bvmonchique@hotmail.com",,"Monchique",,
